Number;Description;Development_Type;Dev_Cat;Affect_RPA;Dev_Sprint;Effort;Assignment_group
RITM1307315;Favor fazer a correção das traduções dos campos do formulário RTR_FF_109 de acordo com arquivo em anexo. Oferta de serviço RTR_3243;Service Catalog;Project;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1307348;RITM1298772 - houve integração do pagamento da CO para dentro do SAP, mas o Servicenow pulou a etapa no workflow na qual o aprova o documento no SAP e foi diretamente para a próxima etapa.;RPA and Automations;;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT
RITM1307870;"OTC_164 Brasil
Incluir anterior ao campo ""Informe abaixo o e-mail para receber a cópia da notificação quando a solicitação for concluída"" o campo abaixo (onde possibilitará o solicitante colocar e-mails para receber cópia de abertura da solicitação):

Informe abaixo o e-mail de contato da área comercial para receber a cópia da notificação de abertura desta solicitação.
Para adicionar mais de um e-mail, utilize o caractere "","" para separar os contatos. Ex: weg@weg.net, credito@weg.net

Importante: 
- Aplicar lógica para a notificação de encerramento para os e-mails adicionados.
- Incluir etapa de envio pelo WF
- Temos este campo no formulário OTC_017.

NOTA:Analisar a possibilidade de incluir um campo único, onde podemos colocar e-mails para receber cópia da notificação de abertura e encerramento. Na sugestão acima está sugerindo manter dois campos de preenchimento, mas o ideal seria apenas um campo de preenchimento.";Service Catalog;Support advanced;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT_ADVANCED
RITM1307962;"Ajustar formulário da oferta de serviço para consumir dados do SAP B1 via Service Layer para visão WEG Chile
OTC_507

Não habilitar os campos “Observaciones comerciales Factura” e “Facturación Total o Parcial”

Habilitar os campos:

Número da Orden de Venta, como multi-line, obrigatório e permitir informar uma lista de ordens para fazer a pesquisa no banco de ordens do SAP B1. Código del cliente, obrigatório, consulta na tabela de clientes do SAP B1

Inserir função Selecionar todo

Aplicar lógica para buscar as ordens de venda com itens pendentes a faturar no SAP B1 e preencher os campos da pesquisa de ordens de venda resumida.
Permitir selecionar e alterar a quantidade a faturar.

Órdenes de venta
Item 
Material 
Descripción del material 
Cantidad disponible 
Cant. De la factura (permitir ao solicitante alterar a quantidade de la factura, limitada somente até a quantidade disponível)

Vide widgets e multirow com base na OTC_507, visão Colômbia 3009 e buscar dados no SAP B1.

Inserir botão Finalizar e popular automaticamente o multirow de ordens de venda com itens pendentes de faturamento/entrega com os campos abaixo e não permitir a edição depois de carregados:

Órdenes de venta
Tipo de documento Ventas
Secuencia de elementos
Código del material
Descripción del material
Unt
Documento de referencia
Moneda
Valor total
Cantidad disponible
Cant. De la factura
Total
 
No campo Monto a facturar, fora do multirow, carregar o somatório do campo total de todas as ordens de venda inseridas.

Posicionar os campos Facturación Total o Parcial, ¿Necessita informacion adicional en la factura? e Tipo de Câmbio de la factura, abaixo do campo Monto a facturar.

Manter campo Información adicional

Manter campo Ingrese el correo electrónico a continuación para recibir una copia de la notificación cuando se complete la solicitud.

Manter campo Agregar archivos adjuntos";Service Catalog;Development;No;19;6;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1308119;Alterar o nome da fila de BR_OTC_BILLING_TAX_ISSUE  para BR_OTC_BILLING_EXPORTATION;Service Catalog;Support advanced;No;;2;_GG_WBS_SERVICE_CENTER_SUPPORT_ADVANCED
RITM1308389;"Necessário revisar o Step 2 do RTR_WF_1743, para que seja registrado na tarefa quando ocorrer algum erro na integração entre o Servicenow e o SAP.
Hoje, quando o registro dos documentos no SAP não é feito, ou é feito parcialmente, aparece apenas uma mensagem de que está em processamento, mas não indica que teve erro e quais foram, por exemplo, centro de lucro bloqueado, fornecedor não está cadastrado na empresa, etc.
É importante que o sistema sempre registre os erros que o SAP apresenta na tarefa do Servicenow, por linha da planilha, para que o atendente não precise gastar tempo tentando achar o problema.";Workflows and Tasks;Development;No;21;5;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1308610;Efetuar overwrite da oferta PTP_171 WF_164 para México e Colômbia.;Service Catalog;Project;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1308639;"Ajustar formulário da oferta de serviço para consumir dados do SAP B1 via Service Layer para visão WEG Chile OTC_508

Habilitar os campos:
Número de la factura, aplicar lógica para validar o número da fatura informada no banco de faturas do SAP B1. Acusar mensagem de erro caso não encontrar: Factura no encontrada, por favor compruebe el número introducido.

Código del cliente, reposicionar o campo, como obrigatório e consultar na tabela de clientes do SAP B1

Conforme o número da fatura informada buscar todos os itens da fatura e preencher o multirow de materiales a facturar com os campos:
# ID (Sequência do item faturado)
Código del material (referência na fatura)
Cantidad (referência na fatura)
Cantidad a facturar (repetir a mesma quantidade da fatura e permitir edição, limitando à quantidade da fatura)
Precio Unitario (referência na fatura)
Total (referência no total da fatura. se o solicitante alterar a quantidade a facturar, fazer o cálculo da multiplicação do valor unitário pela quantidade a faturar)

Inserir função Selecionar todo

Permitir selecionar e alterar a quantidade a faturar.

Inserir botão Finalizar e popular automaticamente o multirow de materiales a facturar e não permitir a edição depois de carregados:

# ID (Sequência do item faturado)
Código del material (referência na fatura)
Cantidad a facturar (repetir a mesma quantidade da fatura e permitir edição, limitando à quantidade da fatura)
Precio Unitario (referência na fatura)
Total (referência no total da fatura. se o solicitante alterar a quantidade a facturar, fazer o cálculo da multiplicação do valor unitário pela quantidade a faturar)

Alterar campos do multirow atual e corrigir tradução do label de Invoice items para Materiales a facturar
 
No campo Valor total, fora do multirow, carregar o somatório do campo total das linhas dos itens da factura selecionadas.

Reposicionar os campos abaixo listados para serem exibidos depois do campo “Valor total”:
Número de orden de compra
Tipo de cambio a utilizar
Responsable de la aprobación
Información adicional
Importante
Opciones
 Embalaje Buen Estado
 Eje Buen Estado
 Pintura Buen Estado
 Motor Fue Acoplado
 Motor No Fue Acoplado
Ingrese el correo electrónico a continuación para recibir una copia de la notificación cuando se complete la solicitud.
Agregar archivos adjuntos";Service Catalog;Development;No;19;8;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1308648;Efetuar overwrite PTP_186 WF_180 para México e Colombia.;Service Catalog;Project;No;;2;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1308819;"Ajustar formulário da oferta de serviço para consumir dados do SAP B1 via Service Layer para visão WEG Chile 
OTC_524

Habilitar os campos:
Número da Orden de Venta, como multi-line, obrigatório e permitir informar uma lista de ordens para fazer a pesquisa no banco de ordens do SAP B1.

Cliente, obrigatório, consulta na tabela de clientes do SAP B1

Inserir função Selecionar todo

Aplicar lógica para buscar as ordens de venda com itens disponíveis no estoque para faturar no SAP B1 e preencher os campos da pesquisa de ordens de venda resumida.
Permitir selecionar e alterar a quantidade a faturar.

Órdenes de venta
Item 
Material 
Descripción del material 
Cantidad disponible 
Cant. de la entrega/factura (permitir ao solicitante alterar a quantidade de la factura, limitada somente até a quantidade disponível)

Vide widgets e multirow com base na OTC_507, visão Colômbia 3009 e buscar dados no SAP B1.

Inserir botão Finalizar e popular automaticamente o multirow de ordens de venda com itens pendentes de faturamento/entrega com os campos abaixo e não permitir a edição depois de carregados:

Órdenes de venta
Item 
Material 
Descripción del material
Un 
Cantidad disponible 
Cant. de la entrega/factura (permitir ao solicitante alterar a quantidade de la factura, limitada somente até a quantidade disponível)
Moneda
Valor de cada item
Total

No campo Moneda fora do multirow, buscar a moeda da ordem de venda

No campo Monto a facturar, fora do multirow, carregar o somatório do campo total de todas as ordens de venda inseridas.

Manter os campos:
¿Cuál es la condición de pago?
Información adicional
Ingrese el correo electrónico a continuación para recibir una copia de la notificación cuando se complete la solicitud.
Agregar archivos adjuntos";Service Catalog;Development;No;19;6;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1308927;"Ajustar formulário da oferta de serviço para consumir dados do SAP B1 via Service Layer para visão WEG Chile OTC_525

Habilitar os campos:
Número da Orden de Venta, multi-line, obrigatório e permitir informar uma lista de ordens para fazer a pesquisa no banco de ordens do SAP B1.

Código del cliente, obrigatório, consulta na tabela de clientes do SAP B1

Inserir função Selecionar todo

Aplicar lógica para buscar as ordens de venda com itens pendentes a faturar no SAP B1 e preencher os campos da pesquisa de ordens de venda resumida. Permitir selecionar e alterar a quantidade a faturar.

Órdenes de venta
Item 
Material 
Descripción del material 
Cantidad disponible 
Cant. de la entrega/factura (permitir ao solicitante alterar a quantidade de la factura, limitada somente até a quantidade disponível)

Vide widgets e multirow com base na OTC_507, visão Colômbia 3009 e buscar dados no SAP B1.

Inserir botão Finalizar e popular automaticamente o multirow de ordens de venda com itens pendentes de faturamento/entrega com os campos abaixo e não permitir a edição depois de carregados:

Órdenes de venta
Item 
Material 
Descripción del material
Un 
Cantidad disponible 
Cant. de la entrega/factura (permitir ao solicitante alterar a quantidade de la factura, limitada somente até a quantidade disponível)
Total

Incluir campo Moneda fora do multirow, buscar a moeda da ordem de venda

Incluir campo Monto a facturar, fora do multirow, carregar o somatório do campo total de todas as ordens de venda inseridas.

No campo ¿Cuál es la condición de pago?, quando selecionada a opção “Contado” inserir a nota:
Nota
Para contado, enviar comprobante de pago

Manter os campos existentes:
Información adicional
Ingrese el correo electrónico a continuación para recibir una copia de la notificación cuando se complete la solicitud.
Agregar archivos adjuntos";Service Catalog;Development;No;19;8;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1308982;"Ajustar formulário da oferta de serviço para consumir dados do SAP B1 via Service Layer para visão WEG Chile OTC_528

Habilitar os campos:
Número da Orden de Venta, multi-line, obrigatório e permitir informar uma lista de ordens para fazer a pesquisa no banco de ordens do SAP B1.
Código del cliente, obrigatório, consulta na tabela de clientes do SAP B1

Inserir função Selecionar todo

Aplicar lógica para buscar as ordens de venda com itens pendentes a faturar no SAP B1 e preencher os campos da pesquisa de ordens de venda resumida. Permitir selecionar e alterar a quantidade a faturar.

Órdenes de venta
Item 
Material 
Descripción del material 
Cantidad disponible 
Cant. de la entrega/factura (permitir ao solicitante alterar a quantidade de la factura, limitada somente até a quantidade disponível)

Vide widgets e multirow com base na OTC_507, visão Colômbia 3009 e buscar dados no SAP B1.

Inserir botão Finalizar e popular automaticamente o multirow de ordens de venda com itens pendentes de faturamento/entrega com os campos abaixo e não permitir a edição depois de carregados:

Órdenes de venta
Item 
Material 
Descripción del material
Un 
Cantidad disponible 
Cant. de la entrega/factura (permitir ao solicitante alterar a quantidade de la factura, limitada somente até a quantidade disponível)
Total

Incluir campo Moneda fora do multirow, buscar a moeda da ordem de venda

Incluir campo Monto a facturar, fora do multirow, carregar o somatório do campo total de todas as ordens de venda inseridas.

No campo ¿Cuál es la condición de pago?, quando selecionada a opção “Contado” inserir a nota:
Nota
Para contado, enviar comprobante de pago

Manter os campos existentes:
Información adicional
Ingrese el correo electrónico a continuación para recibir una copia de la notificación cuando se complete la solicitud.
Agregar archivos adjuntos";Service Catalog;Development;No;19;6;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
RITM1309082;"Ajustar formulário da oferta de serviço para consumir dados do SAP B1 via Service Layer para visão WEG Chile OTC_537

Habilitar os campos:
Número da Orden de Venta, multi-line, obrigatório e permitir informar uma lista de ordens para fazer a pesquisa no banco de ordens do SAP B1.

Código del cliente, obrigatório, consulta na tabela de clientes do SAP B1

Inserir função Selecionar todo

Aplicar lógica para buscar as ordens de venda com itens pendentes a faturar no SAP B1 e preencher os campos da pesquisa de ordens de venda resumida.
Permitir selecionar e alterar a quantidade a faturar.

Órdenes de venta
Item 
Material 
Descripción del material 
Cantidad disponible 
Cant. de la entrega/factura (permitir ao solicitante alterar a quantidade de la factura, limitada somente até a quantidade disponível)

Vide widgets e multirow com base na OTC_507, visão Colômbia 3009 e buscar dados no SAP B1.

Inserir botão Finalizar e popular automaticamente o multirow de ordens de venda com itens pendentes de faturamento/entrega com os campos abaixo e não permitir a edição depois de carregados:

Órdenes de venta
Item 
Material 
Descripción del material 
Cantidad disponible 
Cant. De la factura (permitir ao solicitante alterar a quantidade de la factura, limitada somente até a quantidade disponível)
Moneda
Valor de cada item
Total

Habilitar campo Valor total, fora do multirow, carregar o somatório do campo total de todas as ordens de venda inseridas.

Manter os campos:
Motivo de emisión
Direcion de Entrega
Nombre de Transportista
RUT de Transportista
Número de orden de compra del cliente
Información adicional
Ingrese el correo electrónico a continuación para recibir una copia de la notificación cuando se complete la solicitud.
Agregar archivos adjuntos";Service Catalog;Development;No;19;8;_GG_WBS_SERVICE_CENTER_DEVELOPMENT
